1,38,75,112,149,186,223,260,297,334,371,408,445,482,519,556,593,630,667,704,741,778,815,852,889,926,963,1000,1037,1074,1111,1148,1185,1222,1259,1296,1332,1333
2,39,76,113,150,187,224,261,298,335,372,409,446,483,520,557,594,631,668,705,742,779,816,853,890,927,964,1001,1038,1075,1112,1149,1186,1223,1260,1295,1297,1334
3,40,77,114,151,188,225,262,299,336,373,410,447,484,521,558,595,632,669,706,743,780,817,854,891,928,965,1002,1039,1076,1113,1150,1187,1224,1258,1261,1298,1335
4,41,78,115,152,189,226,263,300,337,374,411,448,485,522,559,596,633,670,707,744,781,818,855,892,929,966,1003,1040,1077,1114,1151,1188,1221,1225,1262,1299,1336
5,42,79,116,153,190,227,264,301,338,375,412,449,486,523,560,597,634,671,708,745,782,819,856,893,930,967,1004,1041,1078,1115,1152,1184,1189,1226,1263,1300,1337
6,43,80,117,154,191,228,265,302,339,376,413,450,487,524,561,598,635,672,709,746,783,820,857,894,931,968,1005,1042,1079,1116,1147,1153,1190,1227,1264,1301,1338
7,44,81,118,155,192,229,266,303,340,377,414,451,488,525,562,599,636,673,710,747,784,821,858,895,932,969,1006,1043,1080,1110,1117,1154,1191,1228,1265,1302,1339
8,45,82,119,156,193,230,267,304,341,378,415,452,489,526,563,600,637,674,711,748,785,822,859,896,933,970,1007,1044,1073,1081,1118,1155,1192,1229,1266,1303,1340
9,46,83,120,157,194,231,268,305,342,379,416,453,490,527,564,601,638,675,712,749,786,823,860,897,934,971,1008,1036,1045,1082,1119,1156,1193,1230,1267,1304,1341
10,47,84,121,158,195,232,269,306,343,380,417,454,491,528,565,602,639,676,713,750,787,824,861,898,935,972,999,1009,1046,1083,1120,1157,1194,1231,1268,1305,1342
11,48,85,122,159,196,233,270,307,344,381,418,455,492,529,566,603,640,677,714,751,788,825,862,899,936,962,973,1010,1047,1084,1121,1158,1195,1232,1269,1306,1343
12,49,86,123,160,197,234,271,308,345,382,419,456,493,530,567,604,641,678,715,752,789,826,863,900,925,937,974,1011,1048,1085,1122,1159,1196,1233,1270,1307,1344
13,50,87,124,161,198,235,272,309,346,383,420,457,494,531,568,605,642,679,716,753,790,827,864,888,901,938,975,1012,1049,1086,1123,1160,1197,1234,1271,1308,1345
14,51,88,125,162,199,236,273,310,347,384,421,458,495,532,569,606,643,680,717,754,791,828,851,865,902,939,976,1013,1050,1087,1124,1161,1198,1235,1272,1309,1346
15,52,89,126,163,200,237,274,311,348,385,422,459,496,533,570,607,644,681,718,755,792,814,829,866,903,940,977,1014,1051,1088,1125,1162,1199,1236,1273,1310,1347
16,53,90,127,164,201,238,275,312,349,386,423,460,497,534,571,608,645,682,719,756,777,793,830,867,904,941,978,1015,1052,1089,1126,1163,1200,1237,1274,1311,1348
17,54,91,128,165,202,239,276,313,350,387,424,461,498,535,572,609,646,683,720,740,757,794,831,868,905,942,979,1016,1053,1090,1127,1164,1201,1238,1275,1312,1349
18,55,92,129,166,203,240,277,314,351,388,425,462,499,536,573,610,647,684,703,721,758,795,832,869,906,943,980,1017,1054,1091,1128,1165,1202,1239,1276,1313,1350
