1,156,311,466,621,776,931,1086,1241,1396,1551,1706,1861,2016,2171,2326,2481,2636,2791,2946,3101,3256,3411,3566,3721,3876,4031,4186,4341,4496,4651,4806,4961,5116,5271,5426,5581,5736,5891,6046,6201,6356,6511,6666,6821,6976,7131,7286,7441,7596,7751,7906,8061,8216,8371,8526,8681,8836,8991,9146,9301,9456,9611,9766,9921,10076,10231,10386,10541,10696,10851,11006,11161,11316,11471,11626,11781,11936,12091,12246,12401,12556,12711,12866,13021,13176,13331,13486,13641,13796,13951,14106,14261,14416,14571,14726,14881,15036,15191,15346,15501,15656,15811,15966,16121,16276,16431,16586,16741,16896,17051,17206,17361,17516,17671,17826,17981,18136,18291,18446,18601,18756,18911,19066,19221,19376,19531,19686,19841,19996,20151,20306,20461,20616,20771,20926,21081,21236,21391,21546,21701,21856,22011,22166,22321,22476,22631,22786,22941,23096,23251,23406,23561,23716,23870,23871
2,157,312,467,622,777,932,1087,1242,1397,1552,1707,1862,2017,2172,2327,2482,2637,2792,2947,3102,3257,3412,3567,3722,3877,4032,4187,4342,4497,4652,4807,4962,5117,5272,5427,5582,5737,5892,6047,6202,6357,6512,6667,6822,6977,7132,7287,7442,7597,7752,7907,8062,8217,8372,8527,8682,8837,8992,9147,9302,9457,9612,9767,9922,10077,10232,10387,10542,10697,10852,11007,11162,11317,11472,11627,11782,11937,12092,12247,12402,12557,12712,12867,13022,13177,13332,13487,13642,13797,13952,14107,14262,14417,14572,14727,14882,15037,15192,15347,15502,15657,15812,15967,16122,16277,16432,16587,16742,16897,17052,17207,17362,17517,17672,17827,17982,18137,18292,18447,18602,18757,18912,19067,19222,19377,19532,19687,19842,19997,20152,20307,20462,20617,20772,20927,21082,21237,21392,21547,21702,21857,22012,22167,22322,22477,22632,22787,22942,23097,23252,23407,23562,23715,23717,23872
3,158,313,468,623,778,933,1088,1243,1398,1553,1708,1863,2018,2173,2328,2483,2638,2793,2948,3103,3258,3413,3568,3723,3878,4033,4188,4343,4498,4653,4808,4963,5118,5273,5428,5583,5738,5893,6048,6203,6358,6513,6668,6823,6978,7133,7288,7443,7598,7753,7908,8063,8218,8373,8528,8683,8838,8993,9148,9303,9458,9613,9768,9923,10078,10233,10388,10543,10698,10853,11008,11163,11318,11473,11628,11783,11938,12093,12248,12403,12558,12713,12868,13023,13178,13333,13488,13643,13798,13953,14108,14263,14418,14573,14728,14883,15038,15193,15348,15503,15658,15813,15968,16123,16278,16433,16588,16743,16898,17053,17208,17363,17518,17673,17828,17983,18138,18293,18448,18603,18758,18913,19068,19223,19378,19533,19688,19843,19998,20153,20308,20463,20618,20773,20928,21083,21238,21393,21548,21703,21858,22013,22168,22323,22478,22633,22788,22943,23098,23253,23408,23560,23563,23718,23873
4,159,314,469,624,779,934,1089,1244,1399,1554,1709,1864,2019,2174,2329,2484,2639,2794,2949,3104,3259,3414,3569,3724,3879,4034,4189,4344,4499,4654,4809,4964,5119,5274,5429,5584,5739,5894,6049,6204,6359,6514,6669,6824,6979,7134,7289,7444,7599,7754,7909,8064,8219,8374,8529,8684,8839,8994,9149,9304,9459,9614,9769,9924,10079,10234,10389,10544,10699,10854,11009,11164,11319,11474,11629,11784,11939,12094,12249,12404,12559,12714,12869,13024,13179,13334,13489,13644,13799,13954,14109,14264,14419,14574,14729,14884,15039,15194,15349,15504,15659,15814,15969,16124,16279,16434,16589,16744,16899,17054,17209,17364,17519,17674,17829,17984,18139,18294,18449,18604,18759,18914,19069,19224,19379,19534,19689,19844,19999,20154,20309,20464,20619,20774,20929,21084,21239,21394,21549,21704,21859,22014,22169,22324,22479,22634,22789,22944,23099,23254,23405,23409,23564,23719,23874
5,160,315,470,625,780,935,1090,1245,1400,1555,1710,1865,2020,2175,2330,2485,2640,2795,2950,3105,3260,3415,3570,3725,3880,4035,4190,4345,4500,4655,4810,4965,5120,5275,5430,5585,5740,5895,6050,6205,6360,6515,6670,6825,6980,7135,7290,7445,7600,7755,7910,8065,8220,8375,8530,8685,8840,8995,9150,9305,9460,9615,9770,9925,10080,10235,10390,10545,10700,10855,11010,11165,11320,11475,11630,11785,11940,12095,12250,12405,12560,12715,12870,13025,13180,13335,13490,13645,13800,13955,14110,14265,14420,14575,14730,14885,15040,15195,15350,15505,15660,15815,15970,16125,16280,16435,16590,16745,16900,17055,17210,17365,17520,17675,17830,17985,18140,18295,18450,18605,18760,18915,19070,19225,19380,19535,19690,19845,20000,20155,20310,20465,20620,20775,20930,21085,21240,21395,21550,21705,21860,22015,22170,22325,22480,22635,22790,22945,23100,23250,23255,23410,23565,23720,23875
6,161,316,471,626,781,936,1091,1246,1401,1556,1711,1866,2021,2176,2331,2486,2641,2796,2951,3106,3261,3416,3571,3726,3881,4036,4191,4346,4501,4656,4811,4966,5121,5276,5431,5586,5741,5896,6051,6206,6361,6516,6671,6826,6981,7136,7291,7446,7601,7756,7911,8066,8221,8376,8531,8686,8841,8996,9151,9306,9461,9616,9771,9926,10081,10236,10391,10546,10701,10856,11011,11166,11321,11476,11631,11786,11941,12096,12251,12406,12561,12716,12871,13026,13181,13336,13491,13646,13801,13956,14111,14266,14421,14576,14731,14886,15041,15196,15351,15506,15661,15816,15971,16126,16281,16436,16591,16746,16901,17056,17211,17366,17521,17676,17831,17986,18141,18296,18451,18606,18761,18916,19071,19226,19381,19536,19691,19846,20001,20156,20311,20466,20621,20776,20931,21086,21241,21396,21551,21706,21861,22016,22171,22326,22481,22636,22791,22946,23095,23101,23256,23411,23566,23721,23876
7,162,317,472,627,782,937,1092,1247,1402,1557,1712,1867,2022,2177,2332,2487,2642,2797,2952,3107,3262,3417,3572,3727,3882,4037,4192,4347,4502,4657,4812,4967,5122,5277,5432,5587,5742,5897,6052,6207,6362,6517,6672,6827,6982,7137,7292,7447,7602,7757,7912,8067,8222,8377,8532,8687,8842,8997,9152,9307,9462,9617,9772,9927,10082,10237,10392,10547,10702,10857,11012,11167,11322,11477,11632,11787,11942,12097,12252,12407,12562,12717,12872,13027,13182,13337,13492,13647,13802,13957,14112,14267,14422,14577,14732,14887,15042,15197,15352,15507,15662,15817,15972,16127,16282,16437,16592,16747,16902,17057,17212,17367,17522,17677,17832,17987,18142,18297,18452,18607,18762,18917,19072,19227,19382,19537,19692,19847,20002,20157,20312,20467,20622,20777,20932,21087,21242,21397,21552,21707,21862,22017,22172,22327,22482,22637,22792,22940,22947,23102,23257,23412,23567,23722,23877
8,163,318,473,628,783,938,1093,1248,1403,1558,1713,1868,2023,2178,2333,2488,2643,2798,2953,3108,3263,3418,3573,3728,3883,4038,4193,4348,4503,4658,4813,4968,5123,5278,5433,5588,5743,5898,6053,6208,6363,6518,6673,6828,6983,7138,7293,7448,7603,7758,7913,8068,8223,8378,8533,8688,8843,8998,9153,9308,9463,9618,9773,9928,10083,10238,10393,10548,10703,10858,11013,11168,11323,11478,11633,11788,11943,12098,12253,12408,12563,12718,12873,13028,13183,13338,13493,13648,13803,13958,14113,14268,14423,14578,14733,14888,15043,15198,15353,15508,15663,15818,15973,16128,16283,16438,16593,16748,16903,17058,17213,17368,17523,17678,17833,17988,18143,18298,18453,18608,18763,18918,19073,19228,19383,19538,19693,19848,20003,20158,20313,20468,20623,20778,20933,21088,21243,21398,21553,21708,21863,22018,22173,22328,22483,22638,22785,22793,22948,23103,23258,23413,23568,23723,23878
9,164,319,474,629,784,939,1094,1249,1404,1559,1714,1869,2024,2179,2334,2489,2644,2799,2954,3109,3264,3419,3574,3729,3884,4039,4194,4349,4504,4659,4814,4969,5124,5279,5434,5589,5744,5899,6054,6209,6364,6519,6674,6829,6984,7139,7294,7449,7604,7759,7914,8069,8224,8379,8534,8689,8844,8999,9154,9309,9464,9619,9774,9929,10084,10239,10394,10549,10704,10859,11014,11169,11324,11479,11634,11789,11944,12099,12254,12409,12564,12719,12874,13029,13184,13339,13494,13649,13804,13959,14114,14269,14424,14579,14734,14889,15044,15199,15354,15509,15664,15819,15974,16129,16284,16439,16594,16749,16904,17059,17214,17369,17524,17679,17834,17989,18144,18299,18454,18609,18764,18919,19074,19229,19384,19539,19694,19849,20004,20159,20314,20469,20624,20779,20934,21089,21244,21399,21554,21709,21864,22019,22174,22329,22484,22630,22639,22794,22949,23104,23259,23414,23569,23724,23879
10,165,320,475,630,785,940,1095,1250,1405,1560,1715,1870,2025,2180,2335,2490,2645,2800,2955,3110,3265,3420,3575,3730,3885,4040,4195,4350,4505,4660,4815,4970,5125,5280,5435,5590,5745,5900,6055,6210,6365,6520,6675,6830,6985,7140,7295,7450,7605,7760,7915,8070,8225,8380,8535,8690,8845,9000,9155,9310,9465,9620,9775,9930,10085,10240,10395,10550,10705,10860,11015,11170,11325,11480,11635,11790,11945,12100,12255,12410,12565,12720,12875,13030,13185,13340,13495,13650,13805,13960,14115,14270,14425,14580,14735,14890,15045,15200,15355,15510,15665,15820,15975,16130,16285,16440,16595,16750,16905,17060,17215,17370,17525,17680,17835,17990,18145,18300,18455,18610,18765,18920,19075,19230,19385,19540,19695,19850,20005,20160,20315,20470,20625,20780,20935,21090,21245,21400,21555,21710,21865,22020,22175,22330,22475,22485,22640,22795,22950,23105,23260,23415,23570,23725,23880
