1,176,351,526,701,876,1051,1226,1401,1576,1751,1926,2101,2276,2451,2626,2801,2976,3151,3326,3501,3676,3851,4026,4201,4376,4551,4726,4901,5076,5251,5426,5601,5776,5951,6126,6301,6476,6651,6826,7001,7176,7351,7526,7701,7876,8051,8226,8401,8576,8751,8926,9101,9276,9451,9626,9801,9976,10151,10326,10501,10676,10851,11026,11201,11376,11551,11726,11901,12076,12251,12426,12601,12776,12951,13126,13301,13476,13651,13826,14001,14176,14351,14526,14701,14876,15051,15226,15401,15576,15751,15926,16101,16276,16451,16626,16801,16976,17151,17326,17501,17676,17851,18026,18201,18376,18551,18726,18901,19076,19251,19426,19601,19776,19951,20126,20301,20476,20651,20826,21001,21176,21351,21526,21701,21876,22051,22226,22401,22576,22751,22926,23101,23276,23451,23626,23801,23976,24151,24326,24501,24676,24851,25026,25201,25376,25551,25726,25901,26076,26251,26426,26601,26776,26951,27126,27301,27476,27651,27826,28001,28176,28351,28526,28701,28876,29051,29226,29401,29576,29751,29926,30101,30276,30450,30451
2,177,352,527,702,877,1052,1227,1402,1577,1752,1927,2102,2277,2452,2627,2802,2977,3152,3327,3502,3677,3852,4027,4202,4377,4552,4727,4902,5077,5252,5427,5602,5777,5952,6127,6302,6477,6652,6827,7002,7177,7352,7527,7702,7877,8052,8227,8402,8577,8752,8927,9102,9277,9452,9627,9802,9977,10152,10327,10502,10677,10852,11027,11202,11377,11552,11727,11902,12077,12252,12427,12602,12777,12952,13127,13302,13477,13652,13827,14002,14177,14352,14527,14702,14877,15052,15227,15402,15577,15752,15927,16102,16277,16452,16627,16802,16977,17152,17327,17502,17677,17852,18027,18202,18377,18552,18727,18902,19077,19252,19427,19602,19777,19952,20127,20302,20477,20652,20827,21002,21177,21352,21527,21702,21877,22052,22227,22402,22577,22752,22927,23102,23277,23452,23627,23802,23977,24152,24327,24502,24677,24852,25027,25202,25377,25552,25727,25902,26077,26252,26427,26602,26777,26952,27127,27302,27477,27652,27827,28002,28177,28352,28527,28702,28877,29052,29227,29402,29577,29752,29927,30102,30275,30277,30452
3,178,353,528,703,878,1053,1228,1403,1578,1753,1928,2103,2278,2453,2628,2803,2978,3153,3328,3503,3678,3853,4028,4203,4378,4553,4728,4903,5078,5253,5428,5603,5778,5953,6128,6303,6478,6653,6828,7003,7178,7353,7528,7703,7878,8053,8228,8403,8578,8753,8928,9103,9278,9453,9628,9803,9978,10153,10328,10503,10678,10853,11028,11203,11378,11553,11728,11903,12078,12253,12428,12603,12778,12953,13128,13303,13478,13653,13828,14003,14178,14353,14528,14703,14878,15053,15228,15403,15578,15753,15928,16103,16278,16453,16628,16803,16978,17153,17328,17503,17678,17853,18028,18203,18378,18553,18728,18903,19078,19253,19428,19603,19778,19953,20128,20303,20478,20653,20828,21003,21178,21353,21528,21703,21878,22053,22228,22403,22578,22753,22928,23103,23278,23453,23628,23803,23978,24153,24328,24503,24678,24853,25028,25203,25378,25553,25728,25903,26078,26253,26428,26603,26778,26953,27128,27303,27478,27653,27828,28003,28178,28353,28528,28703,28878,29053,29228,29403,29578,29753,29928,30100,30103,30278,30453
4,179,354,529,704,879,1054,1229,1404,1579,1754,1929,2104,2279,2454,2629,2804,2979,3154,3329,3504,3679,3854,4029,4204,4379,4554,4729,4904,5079,5254,5429,5604,5779,5954,6129,6304,6479,6654,6829,7004,7179,7354,7529,7704,7879,8054,8229,8404,8579,8754,8929,9104,9279,9454,9629,9804,9979,10154,10329,10504,10679,10854,11029,11204,11379,11554,11729,11904,12079,12254,12429,12604,12779,12954,13129,13304,13479,13654,13829,14004,14179,14354,14529,14704,14879,15054,15229,15404,15579,15754,15929,16104,16279,16454,16629,16804,16979,17154,17329,17504,17679,17854,18029,18204,18379,18554,18729,18904,19079,19254,19429,19604,19779,19954,20129,20304,20479,20654,20829,21004,21179,21354,21529,21704,21879,22054,22229,22404,22579,22754,22929,23104,23279,23454,23629,23804,23979,24154,24329,24504,24679,24854,25029,25204,25379,25554,25729,25904,26079,26254,26429,26604,26779,26954,27129,27304,27479,27654,27829,28004,28179,28354,28529,28704,28879,29054,29229,29404,29579,29754,29925,29929,30104,30279,30454
5,180,355,530,705,880,1055,1230,1405,1580,1755,1930,2105,2280,2455,2630,2805,2980,3155,3330,3505,3680,3855,4030,4205,4380,4555,4730,4905,5080,5255,5430,5605,5780,5955,6130,6305,6480,6655,6830,7005,7180,7355,7530,7705,7880,8055,8230,8405,8580,8755,8930,9105,9280,9455,9630,9805,9980,10155,10330,10505,10680,10855,11030,11205,11380,11555,11730,11905,12080,12255,12430,12605,12780,12955,13130,13305,13480,13655,13830,14005,14180,14355,14530,14705,14880,15055,15230,15405,15580,15755,15930,16105,16280,16455,16630,16805,16980,17155,17330,17505,17680,17855,18030,18205,18380,18555,18730,18905,19080,19255,19430,19605,19780,19955,20130,20305,20480,20655,20830,21005,21180,21355,21530,21705,21880,22055,22230,22405,22580,22755,22930,23105,23280,23455,23630,23805,23980,24155,24330,24505,24680,24855,25030,25205,25380,25555,25730,25905,26080,26255,26430,26605,26780,26955,27130,27305,27480,27655,27830,28005,28180,28355,28530,28705,28880,29055,29230,29405,29580,29750,29755,29930,30105,30280,30455
6,181,356,531,706,881,1056,1231,1406,1581,1756,1931,2106,2281,2456,2631,2806,2981,3156,3331,3506,3681,3856,4031,4206,4381,4556,4731,4906,5081,5256,5431,5606,5781,5956,6131,6306,6481,6656,6831,7006,7181,7356,7531,7706,7881,8056,8231,8406,8581,8756,8931,9106,9281,9456,9631,9806,9981,10156,10331,10506,10681,10856,11031,11206,11381,11556,11731,11906,12081,12256,12431,12606,12781,12956,13131,13306,13481,13656,13831,14006,14181,14356,14531,14706,14881,15056,15231,15406,15581,15756,15931,16106,16281,16456,16631,16806,16981,17156,17331,17506,17681,17856,18031,18206,18381,18556,18731,18906,19081,19256,19431,19606,19781,19956,20131,20306,20481,20656,20831,21006,21181,21356,21531,21706,21881,22056,22231,22406,22581,22756,22931,23106,23281,23456,23631,23806,23981,24156,24331,24506,24681,24856,25031,25206,25381,25556,25731,25906,26081,26256,26431,26606,26781,26956,27131,27306,27481,27656,27831,28006,28181,28356,28531,28706,28881,29056,29231,29406,29575,29581,29756,29931,30106,30281,30456
7,182,357,532,707,882,1057,1232,1407,1582,1757,1932,2107,2282,2457,2632,2807,2982,3157,3332,3507,3682,3857,4032,4207,4382,4557,4732,4907,5082,5257,5432,5607,5782,5957,6132,6307,6482,6657,6832,7007,7182,7357,7532,7707,7882,8057,8232,8407,8582,8757,8932,9107,9282,9457,9632,9807,9982,10157,10332,10507,10682,10857,11032,11207,11382,11557,11732,11907,12082,12257,12432,12607,12782,12957,13132,13307,13482,13657,13832,14007,14182,14357,14532,14707,14882,15057,15232,15407,15582,15757,15932,16107,16282,16457,16632,16807,16982,17157,17332,17507,17682,17857,18032,18207,18382,18557,18732,18907,19082,19257,19432,19607,19782,19957,20132,20307,20482,20657,20832,21007,21182,21357,21532,21707,21882,22057,22232,22407,22582,22757,22932,23107,23282,23457,23632,23807,23982,24157,24332,24507,24682,24857,25032,25207,25382,25557,25732,25907,26082,26257,26432,26607,26782,26957,27132,27307,27482,27657,27832,28007,28182,28357,28532,28707,28882,29057,29232,29400,29407,29582,29757,29932,30107,30282,30457
8,183,358,533,708,883,1058,1233,1408,1583,1758,1933,2108,2283,2458,2633,2808,2983,3158,3333,3508,3683,3858,4033,4208,4383,4558,4733,4908,5083,5258,5433,5608,5783,5958,6133,6308,6483,6658,6833,7008,7183,7358,7533,7708,7883,8058,8233,8408,8583,8758,8933,9108,9283,9458,9633,9808,9983,10158,10333,10508,10683,10858,11033,11208,11383,11558,11733,11908,12083,12258,12433,12608,12783,12958,13133,13308,13483,13658,13833,14008,14183,14358,14533,14708,14883,15058,15233,15408,15583,15758,15933,16108,16283,16458,16633,16808,16983,17158,17333,17508,17683,17858,18033,18208,18383,18558,18733,18908,19083,19258,19433,19608,19783,19958,20133,20308,20483,20658,20833,21008,21183,21358,21533,21708,21883,22058,22233,22408,22583,22758,22933,23108,23283,23458,23633,23808,23983,24158,24333,24508,24683,24858,25033,25208,25383,25558,25733,25908,26083,26258,26433,26608,26783,26958,27133,27308,27483,27658,27833,28008,28183,28358,28533,28708,28883,29058,29225,29233,29408,29583,29758,29933,30108,30283,30458
9,184,359,534,709,884,1059,1234,1409,1584,1759,1934,2109,2284,2459,2634,2809,2984,3159,3334,3509,3684,3859,4034,4209,4384,4559,4734,4909,5084,5259,5434,5609,5784,5959,6134,6309,6484,6659,6834,7009,7184,7359,7534,7709,7884,8059,8234,8409,8584,8759,8934,9109,9284,9459,9634,9809,9984,10159,10334,10509,10684,10859,11034,11209,11384,11559,11734,11909,12084,12259,12434,12609,12784,12959,13134,13309,13484,13659,13834,14009,14184,14359,14534,14709,14884,15059,15234,15409,15584,15759,15934,16109,16284,16459,16634,16809,16984,17159,17334,17509,17684,17859,18034,18209,18384,18559,18734,18909,19084,19259,19434,19609,19784,19959,20134,20309,20484,20659,20834,21009,21184,21359,21534,21709,21884,22059,22234,22409,22584,22759,22934,23109,23284,23459,23634,23809,23984,24159,24334,24509,24684,24859,25034,25209,25384,25559,25734,25909,26084,26259,26434,26609,26784,26959,27134,27309,27484,27659,27834,28009,28184,28359,28534,28709,28884,29050,29059,29234,29409,29584,29759,29934,30109,30284,30459
10,185,360,535,710,885,1060,1235,1410,1585,1760,1935,2110,2285,2460,2635,2810,2985,3160,3335,3510,3685,3860,4035,4210,4385,4560,4735,4910,5085,5260,5435,5610,5785,5960,6135,6310,6485,6660,6835,7010,7185,7360,7535,7710,7885,8060,8235,8410,8585,8760,8935,9110,9285,9460,9635,9810,9985,10160,10335,10510,10685,10860,11035,11210,11385,11560,11735,11910,12085,12260,12435,12610,12785,12960,13135,13310,13485,13660,13835,14010,14185,14360,14535,14710,14885,15060,15235,15410,15585,15760,15935,16110,16285,16460,16635,16810,16985,17160,17335,17510,17685,17860,18035,18210,18385,18560,18735,18910,19085,19260,19435,19610,19785,19960,20135,20310,20485,20660,20835,21010,21185,21360,21535,21710,21885,22060,22235,22410,22585,22760,22935,23110,23285,23460,23635,23810,23985,24160,24335,24510,24685,24860,25035,25210,25385,25560,25735,25910,26085,26260,26435,26610,26785,26960,27135,27310,27485,27660,27835,28010,28185,28360,28535,28710,28875,28885,29060,29235,29410,29585,29760,29935,30110,30285,30460
