1,180,359,538,717,896,1075,1254,1433,1612,1791,1970,2149,2328,2507,2686,2865,3044,3223,3402,3581,3760,3939,4118,4297,4476,4655,4834,5013,5192,5371,5550,5729,5908,6087,6266,6445,6624,6803,6982,7161,7340,7519,7698,7877,8056,8235,8414,8593,8772,8951,9130,9309,9488,9667,9846,10025,10204,10383,10562,10741,10920,11099,11278,11457,11636,11815,11994,12173,12352,12531,12710,12889,13068,13247,13426,13605,13784,13963,14142,14321,14500,14679,14858,15037,15216,15395,15574,15753,15932,16111,16290,16469,16648,16827,17006,17185,17364,17543,17722,17901,18080,18259,18438,18617,18796,18975,19154,19333,19512,19691,19870,20049,20228,20407,20586,20765,20944,21123,21302,21481,21660,21839,22018,22197,22376,22555,22734,22913,23092,23271,23450,23629,23808,23987,24166,24345,24524,24703,24882,25061,25240,25419,25598,25777,25956,26135,26314,26493,26672,26851,27030,27209,27388,27567,27746,27925,28104,28283,28462,28641,28820,28999,29178,29357,29536,29715,29894,30073,30252,30431,30610,30789,30968,31147,31326,31505,31684,31862,31863
2,181,360,539,718,897,1076,1255,1434,1613,1792,1971,2150,2329,2508,2687,2866,3045,3224,3403,3582,3761,3940,4119,4298,4477,4656,4835,5014,5193,5372,5551,5730,5909,6088,6267,6446,6625,6804,6983,7162,7341,7520,7699,7878,8057,8236,8415,8594,8773,8952,9131,9310,9489,9668,9847,10026,10205,10384,10563,10742,10921,11100,11279,11458,11637,11816,11995,12174,12353,12532,12711,12890,13069,13248,13427,13606,13785,13964,14143,14322,14501,14680,14859,15038,15217,15396,15575,15754,15933,16112,16291,16470,16649,16828,17007,17186,17365,17544,17723,17902,18081,18260,18439,18618,18797,18976,19155,19334,19513,19692,19871,20050,20229,20408,20587,20766,20945,21124,21303,21482,21661,21840,22019,22198,22377,22556,22735,22914,23093,23272,23451,23630,23809,23988,24167,24346,24525,24704,24883,25062,25241,25420,25599,25778,25957,26136,26315,26494,26673,26852,27031,27210,27389,27568,27747,27926,28105,28284,28463,28642,28821,29000,29179,29358,29537,29716,29895,30074,30253,30432,30611,30790,30969,31148,31327,31506,31683,31685,31864
3,182,361,540,719,898,1077,1256,1435,1614,1793,1972,2151,2330,2509,2688,2867,3046,3225,3404,3583,3762,3941,4120,4299,4478,4657,4836,5015,5194,5373,5552,5731,5910,6089,6268,6447,6626,6805,6984,7163,7342,7521,7700,7879,8058,8237,8416,8595,8774,8953,9132,9311,9490,9669,9848,10027,10206,10385,10564,10743,10922,11101,11280,11459,11638,11817,11996,12175,12354,12533,12712,12891,13070,13249,13428,13607,13786,13965,14144,14323,14502,14681,14860,15039,15218,15397,15576,15755,15934,16113,16292,16471,16650,16829,17008,17187,17366,17545,17724,17903,18082,18261,18440,18619,18798,18977,19156,19335,19514,19693,19872,20051,20230,20409,20588,20767,20946,21125,21304,21483,21662,21841,22020,22199,22378,22557,22736,22915,23094,23273,23452,23631,23810,23989,24168,24347,24526,24705,24884,25063,25242,25421,25600,25779,25958,26137,26316,26495,26674,26853,27032,27211,27390,27569,27748,27927,28106,28285,28464,28643,28822,29001,29180,29359,29538,29717,29896,30075,30254,30433,30612,30791,30970,31149,31328,31504,31507,31686,31865
4,183,362,541,720,899,1078,1257,1436,1615,1794,1973,2152,2331,2510,2689,2868,3047,3226,3405,3584,3763,3942,4121,4300,4479,4658,4837,5016,5195,5374,5553,5732,5911,6090,6269,6448,6627,6806,6985,7164,7343,7522,7701,7880,8059,8238,8417,8596,8775,8954,9133,9312,9491,9670,9849,10028,10207,10386,10565,10744,10923,11102,11281,11460,11639,11818,11997,12176,12355,12534,12713,12892,13071,13250,13429,13608,13787,13966,14145,14324,14503,14682,14861,15040,15219,15398,15577,15756,15935,16114,16293,16472,16651,16830,17009,17188,17367,17546,17725,17904,18083,18262,18441,18620,18799,18978,19157,19336,19515,19694,19873,20052,20231,20410,20589,20768,20947,21126,21305,21484,21663,21842,22021,22200,22379,22558,22737,22916,23095,23274,23453,23632,23811,23990,24169,24348,24527,24706,24885,25064,25243,25422,25601,25780,25959,26138,26317,26496,26675,26854,27033,27212,27391,27570,27749,27928,28107,28286,28465,28644,28823,29002,29181,29360,29539,29718,29897,30076,30255,30434,30613,30792,30971,31150,31325,31329,31508,31687,31866
5,184,363,542,721,900,1079,1258,1437,1616,1795,1974,2153,2332,2511,2690,2869,3048,3227,3406,3585,3764,3943,4122,4301,4480,4659,4838,5017,5196,5375,5554,5733,5912,6091,6270,6449,6628,6807,6986,7165,7344,7523,7702,7881,8060,8239,8418,8597,8776,8955,9134,9313,9492,9671,9850,10029,10208,10387,10566,10745,10924,11103,11282,11461,11640,11819,11998,12177,12356,12535,12714,12893,13072,13251,13430,13609,13788,13967,14146,14325,14504,14683,14862,15041,15220,15399,15578,15757,15936,16115,16294,16473,16652,16831,17010,17189,17368,17547,17726,17905,18084,18263,18442,18621,18800,18979,19158,19337,19516,19695,19874,20053,20232,20411,20590,20769,20948,21127,21306,21485,21664,21843,22022,22201,22380,22559,22738,22917,23096,23275,23454,23633,23812,23991,24170,24349,24528,24707,24886,25065,25244,25423,25602,25781,25960,26139,26318,26497,26676,26855,27034,27213,27392,27571,27750,27929,28108,28287,28466,28645,28824,29003,29182,29361,29540,29719,29898,30077,30256,30435,30614,30793,30972,31146,31151,31330,31509,31688,31867
6,185,364,543,722,901,1080,1259,1438,1617,1796,1975,2154,2333,2512,2691,2870,3049,3228,3407,3586,3765,3944,4123,4302,4481,4660,4839,5018,5197,5376,5555,5734,5913,6092,6271,6450,6629,6808,6987,7166,7345,7524,7703,7882,8061,8240,8419,8598,8777,8956,9135,9314,9493,9672,9851,10030,10209,10388,10567,10746,10925,11104,11283,11462,11641,11820,11999,12178,12357,12536,12715,12894,13073,13252,13431,13610,13789,13968,14147,14326,14505,14684,14863,15042,15221,15400,15579,15758,15937,16116,16295,16474,16653,16832,17011,17190,17369,17548,17727,17906,18085,18264,18443,18622,18801,18980,19159,19338,19517,19696,19875,20054,20233,20412,20591,20770,20949,21128,21307,21486,21665,21844,22023,22202,22381,22560,22739,22918,23097,23276,23455,23634,23813,23992,24171,24350,24529,24708,24887,25066,25245,25424,25603,25782,25961,26140,26319,26498,26677,26856,27035,27214,27393,27572,27751,27930,28109,28288,28467,28646,28825,29004,29183,29362,29541,29720,29899,30078,30257,30436,30615,30794,30967,30973,31152,31331,31510,31689,31868
7,186,365,544,723,902,1081,1260,1439,1618,1797,1976,2155,2334,2513,2692,2871,3050,3229,3408,3587,3766,3945,4124,4303,4482,4661,4840,5019,5198,5377,5556,5735,5914,6093,6272,6451,6630,6809,6988,7167,7346,7525,7704,7883,8062,8241,8420,8599,8778,8957,9136,9315,9494,9673,9852,10031,10210,10389,10568,10747,10926,11105,11284,11463,11642,11821,12000,12179,12358,12537,12716,12895,13074,13253,13432,13611,13790,13969,14148,14327,14506,14685,14864,15043,15222,15401,15580,15759,15938,16117,16296,16475,16654,16833,17012,17191,17370,17549,17728,17907,18086,18265,18444,18623,18802,18981,19160,19339,19518,19697,19876,20055,20234,20413,20592,20771,20950,21129,21308,21487,21666,21845,22024,22203,22382,22561,22740,22919,23098,23277,23456,23635,23814,23993,24172,24351,24530,24709,24888,25067,25246,25425,25604,25783,25962,26141,26320,26499,26678,26857,27036,27215,27394,27573,27752,27931,28110,28289,28468,28647,28826,29005,29184,29363,29542,29721,29900,30079,30258,30437,30616,30788,30795,30974,31153,31332,31511,31690,31869
8,187,366,545,724,903,1082,1261,1440,1619,1798,1977,2156,2335,2514,2693,2872,3051,3230,3409,3588,3767,3946,4125,4304,4483,4662,4841,5020,5199,5378,5557,5736,5915,6094,6273,6452,6631,6810,6989,7168,7347,7526,7705,7884,8063,8242,8421,8600,8779,8958,9137,9316,9495,9674,9853,10032,10211,10390,10569,10748,10927,11106,11285,11464,11643,11822,12001,12180,12359,12538,12717,12896,13075,13254,13433,13612,13791,13970,14149,14328,14507,14686,14865,15044,15223,15402,15581,15760,15939,16118,16297,16476,16655,16834,17013,17192,17371,17550,17729,17908,18087,18266,18445,18624,18803,18982,19161,19340,19519,19698,19877,20056,20235,20414,20593,20772,20951,21130,21309,21488,21667,21846,22025,22204,22383,22562,22741,22920,23099,23278,23457,23636,23815,23994,24173,24352,24531,24710,24889,25068,25247,25426,25605,25784,25963,26142,26321,26500,26679,26858,27037,27216,27395,27574,27753,27932,28111,28290,28469,28648,28827,29006,29185,29364,29543,29722,29901,30080,30259,30438,30609,30617,30796,30975,31154,31333,31512,31691,31870
9,188,367,546,725,904,1083,1262,1441,1620,1799,1978,2157,2336,2515,2694,2873,3052,3231,3410,3589,3768,3947,4126,4305,4484,4663,4842,5021,5200,5379,5558,5737,5916,6095,6274,6453,6632,6811,6990,7169,7348,7527,7706,7885,8064,8243,8422,8601,8780,8959,9138,9317,9496,9675,9854,10033,10212,10391,10570,10749,10928,11107,11286,11465,11644,11823,12002,12181,12360,12539,12718,12897,13076,13255,13434,13613,13792,13971,14150,14329,14508,14687,14866,15045,15224,15403,15582,15761,15940,16119,16298,16477,16656,16835,17014,17193,17372,17551,17730,17909,18088,18267,18446,18625,18804,18983,19162,19341,19520,19699,19878,20057,20236,20415,20594,20773,20952,21131,21310,21489,21668,21847,22026,22205,22384,22563,22742,22921,23100,23279,23458,23637,23816,23995,24174,24353,24532,24711,24890,25069,25248,25427,25606,25785,25964,26143,26322,26501,26680,26859,27038,27217,27396,27575,27754,27933,28112,28291,28470,28649,28828,29007,29186,29365,29544,29723,29902,30081,30260,30430,30439,30618,30797,30976,31155,31334,31513,31692,31871
10,189,368,547,726,905,1084,1263,1442,1621,1800,1979,2158,2337,2516,2695,2874,3053,3232,3411,3590,3769,3948,4127,4306,4485,4664,4843,5022,5201,5380,5559,5738,5917,6096,6275,6454,6633,6812,6991,7170,7349,7528,7707,7886,8065,8244,8423,8602,8781,8960,9139,9318,9497,9676,9855,10034,10213,10392,10571,10750,10929,11108,11287,11466,11645,11824,12003,12182,12361,12540,12719,12898,13077,13256,13435,13614,13793,13972,14151,14330,14509,14688,14867,15046,15225,15404,15583,15762,15941,16120,16299,16478,16657,16836,17015,17194,17373,17552,17731,17910,18089,18268,18447,18626,18805,18984,19163,19342,19521,19700,19879,20058,20237,20416,20595,20774,20953,21132,21311,21490,21669,21848,22027,22206,22385,22564,22743,22922,23101,23280,23459,23638,23817,23996,24175,24354,24533,24712,24891,25070,25249,25428,25607,25786,25965,26144,26323,26502,26681,26860,27039,27218,27397,27576,27755,27934,28113,28292,28471,28650,28829,29008,29187,29366,29545,29724,29903,30082,30251,30261,30440,30619,30798,30977,31156,31335,31514,31693,31872
