1,134,267,400,533,666,799,932,1065,1198,1331,1464,1597,1730,1863,1996,2129,2262,2395,2528,2661,2794,2927,3060,3193,3326,3459,3592,3725,3858,3991,4124,4257,4390,4523,4656,4789,4922,5055,5188,5321,5454,5587,5720,5853,5986,6119,6252,6385,6518,6651,6784,6917,7050,7183,7316,7449,7582,7715,7848,7981,8114,8247,8380,8513,8646,8779,8912,9045,9178,9311,9444,9577,9710,9843,9976,10109,10242,10375,10508,10641,10774,10907,11040,11173,11306,11439,11572,11705,11838,11971,12104,12237,12370,12503,12636,12769,12902,13035,13168,13301,13434,13567,13700,13833,13966,14099,14232,14365,14498,14631,14764,14897,15030,15163,15296,15429,15562,15695,15828,15961,16094,16227,16360,16493,16626,16759,16892,17025,17158,17291,17424,17556,17557
2,135,268,401,534,667,800,933,1066,1199,1332,1465,1598,1731,1864,1997,2130,2263,2396,2529,2662,2795,2928,3061,3194,3327,3460,3593,3726,3859,3992,4125,4258,4391,4524,4657,4790,4923,5056,5189,5322,5455,5588,5721,5854,5987,6120,6253,6386,6519,6652,6785,6918,7051,7184,7317,7450,7583,7716,7849,7982,8115,8248,8381,8514,8647,8780,8913,9046,9179,9312,9445,9578,9711,9844,9977,10110,10243,10376,10509,10642,10775,10908,11041,11174,11307,11440,11573,11706,11839,11972,12105,12238,12371,12504,12637,12770,12903,13036,13169,13302,13435,13568,13701,13834,13967,14100,14233,14366,14499,14632,14765,14898,15031,15164,15297,15430,15563,15696,15829,15962,16095,16228,16361,16494,16627,16760,16893,17026,17159,17292,17423,17425,17558
3,136,269,402,535,668,801,934,1067,1200,1333,1466,1599,1732,1865,1998,2131,2264,2397,2530,2663,2796,2929,3062,3195,3328,3461,3594,3727,3860,3993,4126,4259,4392,4525,4658,4791,4924,5057,5190,5323,5456,5589,5722,5855,5988,6121,6254,6387,6520,6653,6786,6919,7052,7185,7318,7451,7584,7717,7850,7983,8116,8249,8382,8515,8648,8781,8914,9047,9180,9313,9446,9579,9712,9845,9978,10111,10244,10377,10510,10643,10776,10909,11042,11175,11308,11441,11574,11707,11840,11973,12106,12239,12372,12505,12638,12771,12904,13037,13170,13303,13436,13569,13702,13835,13968,14101,14234,14367,14500,14633,14766,14899,15032,15165,15298,15431,15564,15697,15830,15963,16096,16229,16362,16495,16628,16761,16894,17027,17160,17290,17293,17426,17559
4,137,270,403,536,669,802,935,1068,1201,1334,1467,1600,1733,1866,1999,2132,2265,2398,2531,2664,2797,2930,3063,3196,3329,3462,3595,3728,3861,3994,4127,4260,4393,4526,4659,4792,4925,5058,5191,5324,5457,5590,5723,5856,5989,6122,6255,6388,6521,6654,6787,6920,7053,7186,7319,7452,7585,7718,7851,7984,8117,8250,8383,8516,8649,8782,8915,9048,9181,9314,9447,9580,9713,9846,9979,10112,10245,10378,10511,10644,10777,10910,11043,11176,11309,11442,11575,11708,11841,11974,12107,12240,12373,12506,12639,12772,12905,13038,13171,13304,13437,13570,13703,13836,13969,14102,14235,14368,14501,14634,14767,14900,15033,15166,15299,15432,15565,15698,15831,15964,16097,16230,16363,16496,16629,16762,16895,17028,17157,17161,17294,17427,17560
5,138,271,404,537,670,803,936,1069,1202,1335,1468,1601,1734,1867,2000,2133,2266,2399,2532,2665,2798,2931,3064,3197,3330,3463,3596,3729,3862,3995,4128,4261,4394,4527,4660,4793,4926,5059,5192,5325,5458,5591,5724,5857,5990,6123,6256,6389,6522,6655,6788,6921,7054,7187,7320,7453,7586,7719,7852,7985,8118,8251,8384,8517,8650,8783,8916,9049,9182,9315,9448,9581,9714,9847,9980,10113,10246,10379,10512,10645,10778,10911,11044,11177,11310,11443,11576,11709,11842,11975,12108,12241,12374,12507,12640,12773,12906,13039,13172,13305,13438,13571,13704,13837,13970,14103,14236,14369,14502,14635,14768,14901,15034,15167,15300,15433,15566,15699,15832,15965,16098,16231,16364,16497,16630,16763,16896,17024,17029,17162,17295,17428,17561
6,139,272,405,538,671,804,937,1070,1203,1336,1469,1602,1735,1868,2001,2134,2267,2400,2533,2666,2799,2932,3065,3198,3331,3464,3597,3730,3863,3996,4129,4262,4395,4528,4661,4794,4927,5060,5193,5326,5459,5592,5725,5858,5991,6124,6257,6390,6523,6656,6789,6922,7055,7188,7321,7454,7587,7720,7853,7986,8119,8252,8385,8518,8651,8784,8917,9050,9183,9316,9449,9582,9715,9848,9981,10114,10247,10380,10513,10646,10779,10912,11045,11178,11311,11444,11577,11710,11843,11976,12109,12242,12375,12508,12641,12774,12907,13040,13173,13306,13439,13572,13705,13838,13971,14104,14237,14370,14503,14636,14769,14902,15035,15168,15301,15434,15567,15700,15833,15966,16099,16232,16365,16498,16631,16764,16891,16897,17030,17163,17296,17429,17562
7,140,273,406,539,672,805,938,1071,1204,1337,1470,1603,1736,1869,2002,2135,2268,2401,2534,2667,2800,2933,3066,3199,3332,3465,3598,3731,3864,3997,4130,4263,4396,4529,4662,4795,4928,5061,5194,5327,5460,5593,5726,5859,5992,6125,6258,6391,6524,6657,6790,6923,7056,7189,7322,7455,7588,7721,7854,7987,8120,8253,8386,8519,8652,8785,8918,9051,9184,9317,9450,9583,9716,9849,9982,10115,10248,10381,10514,10647,10780,10913,11046,11179,11312,11445,11578,11711,11844,11977,12110,12243,12376,12509,12642,12775,12908,13041,13174,13307,13440,13573,13706,13839,13972,14105,14238,14371,14504,14637,14770,14903,15036,15169,15302,15435,15568,15701,15834,15967,16100,16233,16366,16499,16632,16758,16765,16898,17031,17164,17297,17430,17563
8,141,274,407,540,673,806,939,1072,1205,1338,1471,1604,1737,1870,2003,2136,2269,2402,2535,2668,2801,2934,3067,3200,3333,3466,3599,3732,3865,3998,4131,4264,4397,4530,4663,4796,4929,5062,5195,5328,5461,5594,5727,5860,5993,6126,6259,6392,6525,6658,6791,6924,7057,7190,7323,7456,7589,7722,7855,7988,8121,8254,8387,8520,8653,8786,8919,9052,9185,9318,9451,9584,9717,9850,9983,10116,10249,10382,10515,10648,10781,10914,11047,11180,11313,11446,11579,11712,11845,11978,12111,12244,12377,12510,12643,12776,12909,13042,13175,13308,13441,13574,13707,13840,13973,14106,14239,14372,14505,14638,14771,14904,15037,15170,15303,15436,15569,15702,15835,15968,16101,16234,16367,16500,16625,16633,16766,16899,17032,17165,17298,17431,17564
9,142,275,408,541,674,807,940,1073,1206,1339,1472,1605,1738,1871,2004,2137,2270,2403,2536,2669,2802,2935,3068,3201,3334,3467,3600,3733,3866,3999,4132,4265,4398,4531,4664,4797,4930,5063,5196,5329,5462,5595,5728,5861,5994,6127,6260,6393,6526,6659,6792,6925,7058,7191,7324,7457,7590,7723,7856,7989,8122,8255,8388,8521,8654,8787,8920,9053,9186,9319,9452,9585,9718,9851,9984,10117,10250,10383,10516,10649,10782,10915,11048,11181,11314,11447,11580,11713,11846,11979,12112,12245,12378,12511,12644,12777,12910,13043,13176,13309,13442,13575,13708,13841,13974,14107,14240,14373,14506,14639,14772,14905,15038,15171,15304,15437,15570,15703,15836,15969,16102,16235,16368,16492,16501,16634,16767,16900,17033,17166,17299,17432,17565
10,143,276,409,542,675,808,941,1074,1207,1340,1473,1606,1739,1872,2005,2138,2271,2404,2537,2670,2803,2936,3069,3202,3335,3468,3601,3734,3867,4000,4133,4266,4399,4532,4665,4798,4931,5064,5197,5330,5463,5596,5729,5862,5995,6128,6261,6394,6527,6660,6793,6926,7059,7192,7325,7458,7591,7724,7857,7990,8123,8256,8389,8522,8655,8788,8921,9054,9187,9320,9453,9586,9719,9852,9985,10118,10251,10384,10517,10650,10783,10916,11049,11182,11315,11448,11581,11714,11847,11980,12113,12246,12379,12512,12645,12778,12911,13044,13177,13310,13443,13576,13709,13842,13975,14108,14241,14374,14507,14640,14773,14906,15039,15172,15305,15438,15571,15704,15837,15970,16103,16236,16359,16369,16502,16635,16768,16901,17034,17167,17300,17433,17566
